state,county,isMetro,parents_count,children_count,housing_cost,food_cost,transportation_cost,childcare_cost,median_family_income
TX,Delta County,False,1,2,8808.0,6183.23,11288.24,8154.62,63549.24
MO,Lewis County,False,2,2,7944.0,8484.95,12975.79,8869.79,58650.25
SD,Marshall County,False,2,1,8628.0,7764.95,14717.88,5429.33,76835.34
VA,Craig County,True,1,1,7426.71456,4740.03,13157.14,7678.17,80900.55
LA,Claiborne Parish,False,2,0,7416.0,5839.47,15172.65,0.0,36411.25
SC,Dorchester County,True,1,3,17639.9076,9563.71,15295.96,12578.61,80913.89
TN,Marion County,True,2,4,10967.39724,14379.8,11244.04,11652.01,59524.08
KY,McLean County,True,1,0,4990.2978,2728.66,13743.73,0.0,66199.48
IA,Davis County,False,1,1,8580.0,4006.09,14031.18,6791.94,82354.53
MI,Wayne County,True,1,4,15003.318,10974.97,10987.39,20724.47,62254.41
TX,Newton County,True,2,3,12048.0,10505.9,15157.01,11606.73,50766.28
KY,Trigg County,True,1,2,6372.42996,6474.47,14151.45,12883.38,63941.48
KS,Wallace County,False,1,2,8616.0,6989.74,10279.74,8943.14,81290.73
OK,Nowata County,False,1,3,11088.0,9324.62,16720.2,16478.81,53953.55
VA,Russell County,False,1,4,10464.0,11084.72,15421.09,12160.82,49938.66
NC,Dare County,False,2,0,10224.0,7228.0,15312.66,0.0,72849.2
TN,Blount County,True,2,2,9935.31588,9834.14,14878.55,11462.09,72639.73
OK,Cimarron County,False,2,0,6840.0,5820.45,19685.28,0.0,58428.46
ND,Stark County,False,2,4,16020.0,15186.14,12840.47,15250.16,98664.63
SC,Newberry County,False,2,4,12516.0,12319.14,12626.91,8256.62,60022.09
NC,Forsyth County,True,2,1,10163.46612,7196.78,12694.24,8507.82,69169.05
OH,Carroll County,True,1,3,10977.52224,9922.35,16625.4,15155.15,69363.12
MD,Carroll County,True,2,0,11547.99756,6486.18,12677.03,0.0,116096.03
CA,San Joaquin County,True,1,0,10140.0,3382.29,10392.8,0.0,74828.92
MN,Olmsted County,True,2,2,12479.946,9354.43,13181.31,21644.31,99777.71
VA,Dickenson County,False,1,3,10932.0,8936.09,15591.24,12463.28,43765.38
KS,Hodgeman County,False,2,0,6540.0,5287.86,13382.34,0.0,81688.12
NM,San Miguel County,False,2,4,12648.0,14155.81,13743.56,15395.43,42677.97
ME,Androscoggin County,True,2,3,14568.0,13434.37,10460.59,14232.85,69864.22
KS,Anderson County,False,1,0,6516.0,3382.29,13310.2,0.0,63011.18
MI,Osceola County,False,2,3,10956.0,9371.11,13937.92,15535.4,54039.8
GA,Clay County,False,2,0,6120.0,5801.42,14895.55,0.0,27326.92
TX,Harris County,True,2,2,13520.8956,8724.8,13206.8,12831.75,73169.57
MS,Jasper County,False,2,0,6456.0,5592.19,11991.52,0.0,48201.27
AL,Cullman County,False,1,4,10776.0,11596.88,15206.66,14004.18,58005.4
TN,Sumner County,True,2,3,17342.502,11713.89,16622.95,14764.1,82757.05
KY,Nicholas County,False,1,4,9936.0,10060.39,13695.99,12323.78,50161.48
IA,Fremont County,False,1,2,8580.0,6653.69,15297.68,10269.72,71989.75
VA,Martinsville city,False,1,2,8921.43456,6384.86,12356.52,11198.14,45913.5
WI,Dodge County,False,2,1,9780.0,6818.01,15529.09,8933.06,77053.02
OH,Hancock County,False,1,4,12756.0,10389.64,11840.21,14764.82,78334.51
OK,Jefferson County,False,1,3,11928.0,8995.87,15302.17,16021.72,51554.88
IN,Monroe County,True,2,0,8976.0,5763.38,14339.28,0.0,79141.59
KY,Washington County,False,1,4,10056.0,9767.72,14840.68,12409.17,66418.19
ID,Oneida County,False,1,4,12708.0,11194.47,15527.1,14334.15,62474.15
IN,Parke County,False,2,4,11568.0,12095.15,12887.91,14888.55,61647.55
GA,Lowndes County,True,2,3,13311.7476,11421.05,14658.76,11907.31,57585.43
AL,Pickens County,True,1,2,7608.0,7572.22,15257.78,12295.84,55549.23
NE,Douglas County,True,1,2,11899.4172,6788.11,15306.49,21058.51,86290.35
MO,St. Charles County,True,2,2,12939.8604,9594.28,13033.0,15437.11,103011.19
FL,Madison County,False,2,0,7692.0,6162.82,13393.26,0.0,49411.89
OH,Defiance County,False,2,0,6732.0,4945.48,12576.47,0.0,72507.27
MO,Dent County,False,2,3,10332.0,10652.32,12771.14,10209.88,54957.79
MS,Lowndes County,False,1,3,12096.0,9713.15,13973.72,4794.78,64446.68
CA,Orange County,True,2,2,27972.0,10553.71,14870.48,17350.88,104789.65
AR,Arkansas County,False,2,3,10488.0,11091.59,14164.91,10406.44,58720.07
SD,Dewey County,False,2,1,8628.0,7551.89,12003.94,5234.47,51915.3
AZ,La Paz County,False,1,3,15504.0,9145.3,14192.83,15258.83,45610.59
IL,La Salle County,False,1,0,6780.0,2946.54,15105.96,0.0,72954.96
KY,Magoffin County,False,2,1,7956.0,6746.98,13790.2,5678.08,36783.99
OH,Brown County,True,1,4,11124.0,10609.14,13869.55,15318.41,66598.91
IN,Brown County,True,1,0,7342.11768,2936.16,15134.93,0.0,78517.28
MO,Camden County,False,2,2,8712.0,9564.3,10601.27,9450.55,68965.74
IA,Henry County,False,1,4,12288.0,9804.3,11789.94,11645.55,69092.05
IN,Jennings County,False,1,4,12468.0,9621.39,11833.92,15007.93,66128.62
IL,Shelby County,False,1,3,12024.0,8876.32,12995.2,13786.92,67285.86
OH,Noble County,False,2,2,8808.0,8185.12,17047.26,11882.92,58521.9
SC,Clarendon County,False,2,4,10140.0,12453.53,13035.6,7612.95,55169.31
KY,Grayson County,False,1,1,7956.0,3883.76,12985.61,5842.8,47106.67
ME,Penobscot County,True,1,2,11802.02568,7975.47,14022.63,12766.18,69286.12
OH,Preble County,False,2,0,6864.0,5268.83,11513.96,0.0,73015.55
MD,Prince George's County,True,2,0,16297.9956,6200.87,16358.29,0.0,100715.2
GA,Spalding County,True,1,1,10658.64624,4357.77,15085.69,6807.22,56829.69
NH,Sullivan County,False,1,2,12840.0,7549.82,15981.24,14189.95,80700.31
PA,Potter County,False,2,0,7056.0,5630.24,12644.73,0.0,59642.16
IA,Carroll County,False,2,0,6516.0,5668.28,14028.5,0.0,82152.24
ID,Caribou County,False,2,4,11556.0,13573.45,14578.26,13321.23,67128.75
ND,Oliver County,True,2,0,8592.0,6200.87,15179.82,0.0,89633.7
SC,Jasper County,True,1,0,9540.0,3454.92,13372.18,0.0,55262.75
GA,Elbert County,False,1,4,10272.0,11194.47,14988.53,9046.25,46372.49
IA,Monona County,False,2,2,8580.0,8784.77,15657.52,10357.81,68198.7
VA,Salem city,True,1,2,11979.84156,7079.35,11517.71,15368.31,77268.66
KY,Johnson County,False,1,4,10752.0,10206.72,14366.18,12016.15,48332.7
ID,Oneida County,False,2,0,7776.0,5820.45,15201.67,0.0,62474.15
KS,Geary County,False,1,3,15564.0,9354.51,12369.93,11531.15,59946.11
MT,Richland County,False,2,3,14328.0,13031.71,16039.95,18895.59,88563.75
TX,Maverick County,False,2,3,11004.0,9517.54,12609.2,9231.08,45758.45
GA,Banks County,False,1,3,10212.0,9205.07,16104.49,9028.52,57068.94
WI,Washington County,True,2,3,14960.1432,10652.32,15513.02,19457.22,97011.45
IA,Ringgold County,False,2,3,12216.0,10176.44,12774.13,11515.01,66911.06
NC,Camden County,False,1,0,10416.0,3237.04,13702.01,0.0,77878.59
NC,Stokes County,True,1,0,6503.89008,3164.41,13744.24,0.0,60609.43
IL,Wayne County,False,2,4,10452.0,12677.51,12842.83,13162.81,63086.14
OR,Tillamook County,False,2,3,16020.0,13031.71,11910.89,17641.12,63652.95
IA,Mahaska County,False,1,0,6696.0,2967.29,10909.95,0.0,70430.0
WV,Lewis County,False,1,0,6888.0,2946.54,15888.9,0.0,53668.09
NY,Lewis County,False,2,1,9936.0,7173.11,13348.19,8446.88,64184.84
NC,Cleveland County,False,2,2,8316.0,7975.25,13842.25,10671.11,53794.39
MO,Cedar County,False,2,1,7944.0,6652.29,15422.61,4607.08,47784.38
VA,New Kent County,True,2,2,12653.5104,8484.95,13961.81,15852.06,99881.42
FL,Brevard County,True,1,2,13608.0,7594.62,14974.96,12298.3,73043.27
ND,Mercer County,False,1,1,9720.0,5015.26,11675.37,7267.7,100491.36
AR,Independence County,False,2,2,7968.0,8395.0,13052.04,8904.99,55982.55
IL,Hamilton County,False,1,1,8400.0,4189.57,12327.16,6824.06,64124.26
NM,Luna County,False,1,3,12384.0,8936.09,14542.94,15494.71,44444.11
NC,Graham County,False,2,1,8316.0,7315.15,13464.95,6429.97,50938.79
MS,Warren County,False,1,0,6588.0,3320.04,13347.69,0.0,57817.49
VA,Williamsburg city,True,1,2,13760.2572,7415.4,12660.7,16878.32,88563.75
MS,Leflore County,False,2,3,10212.0,11054.99,14411.89,4396.71,37621.88
LA,Evangeline Parish,False,1,0,6816.0,3299.29,12858.99,0.0,43795.16
KS,Morris County,False,1,2,8616.0,6967.34,12329.05,8928.99,73268.15
OR,Clatsop County,False,2,0,10104.0,6181.85,13159.79,0.0,73672.72
AL,Marion County,False,1,2,7608.0,7056.95,12011.53,12054.78,49576.19
MI,Presque Isle County,False,2,4,12156.0,13080.69,14742.61,15982.1,59858.82
TX,Nueces County,True,1,1,13017.6456,4250.73,15633.66,7336.39,70002.84
CA,Santa Clara County,True,1,0,26736.0,3984.05,14810.96,0.0,144424.11
MA,Dukes County,False,2,4,29496.0,17112.4,12190.61,20120.72,99233.49
SC,Kershaw County,True,1,3,12336.0,9055.64,13789.37,10177.81,63838.8
GA,Dougherty County,True,2,4,11794.03716,13528.65,13122.3,11323.25,48077.02
KY,Lee County,False,1,2,7956.0,6160.83,13220.08,10545.4,35567.2
OK,Custer County,False,2,4,12576.0,14872.56,14994.81,16649.01,66804.27
MI,Kent County,True,1,1,11928.0,4678.87,12758.94,8267.58,79253.52
TX,Tarrant County,True,1,1,14997.954,4449.51,16270.91,7977.76,82001.3
LA,Bossier Parish,True,1,4,14790.8568,11487.13,11481.72,11390.44,69842.66
TX,Cottle County,False,1,1,8808.0,4617.7,11066.21,4695.48,40771.16
MO,Schuyler County,False,2,4,9876.0,11826.37,12502.22,9990.35,53294.32
KY,Perry County,False,2,4,11064.0,12856.7,13362.8,12192.37,45596.21
KS,Pottawatomie County,True,2,1,9922.6758,7007.39,12195.25,9041.17,80885.14
CA,Santa Barbara County,True,2,1,28488.0,8143.73,15457.55,11232.98,87471.2
AK,Hoonah-Angoon Census Area,False,1,2,12180.0,6343.74,11522.79,17747.12,69310.76
GA,Carroll County,True,1,0,9190.95264,3071.04,14434.22,0.0,66174.83
WV,Calhoun County,False,1,1,8112.0,4143.7,13382.32,5828.27,47069.71
MN,Chippewa County,False,1,1,8808.0,4495.38,12720.23,6851.16,73901.7
WI,Oconto County,True,2,3,11832.0,11201.41,11254.66,17290.65,74126.57
NE,Sioux County,False,2,4,10968.0,13663.04,12768.26,18585.02,58746.77
UT,Beaver County,False,1,4,11904.0,11413.97,13525.75,17577.59,68837.39
LA,Allen Parish,False,1,2,8700.0,6250.44,13717.52,7539.53,58885.39
IA,Shelby County,False,1,3,12012.0,8577.45,11607.72,11614.52,77959.71
SD,Roberts County,False,2,4,11184.0,14872.56,17206.52,12844.58,60754.21
TX,Henderson County,False,1,1,9624.0,4495.38,15339.69,4896.49,59996.42
KS,Crawford County,False,1,1,8880.0,4250.73,12551.03,6240.4,61567.46
OK,Pontotoc County,False,1,4,11736.0,10060.39,11900.55,16068.06,65150.06
IN,Marshall County,False,2,4,11952.0,11915.97,16648.51,15266.64,65753.84
TX,Irion County,True,1,1,13747.1208,4220.15,12679.83,7558.33,72875.9
LA,Allen Parish,False,2,2,8700.0,8365.02,15386.25,7539.53,58885.39
IA,Dallas County,True,2,4,16883.8344,14245.4,14982.22,17349.21,114112.2
IL,Morgan County,False,1,3,11160.0,7830.29,14481.11,13499.01,64631.51
MN,Chippewa County,False,2,4,12396.0,13170.28,13512.79,12855.44,73901.7
IL,Douglas County,False,2,1,8400.0,6889.03,14669.09,7050.78,70870.51
SD,Hutchinson County,False,1,1,8904.0,4938.8,15366.85,5312.16,77053.02
AL,Tuscaloosa County,True,1,1,10218.97488,5305.77,12161.69,5422.45,70579.91
WV,Roane County,False,1,4,11004.0,10353.05,14280.35,13479.61,50971.64
IA,Marion County,False,2,3,12012.0,10981.77,12206.27,11868.24,77707.12
TX,Kenedy County,False,2,0,7536.0,4755.27,14378.53,0.0,41779.5
MI,Livingston County,True,2,3,17436.0,11567.47,12343.89,22331.5,102787.34
PA,Tioga County,False,1,2,9432.0,6989.74,15583.15,14847.87,62788.36
PA,York County,True,1,1,11628.0,4938.8,15969.74,9797.19,80899.52
MS,Yalobusha County,False,1,3,10896.0,9952.24,11139.92,4613.83,51774.62
MN,Lac qui Parle County,False,1,1,8808.0,4862.35,14528.2,6668.41,70157.89
WV,Preston County,True,1,1,8451.14064,4464.8,13059.34,7887.62,67385.46
GA,Clayton County,True,1,0,10385.6712,2842.78,12970.99,0.0,54749.34
CO,Montrose County,False,2,4,15504.0,15589.31,13623.19,14086.36,64660.26
NM,Luna County,False,1,1,8808.0,4571.83,12114.7,7606.69,44444.11
VA,Montgomery County,True,1,1,12284.952,4984.67,12184.57,9569.65,84702.88
MO,Taney County,False,1,1,9108.0,4908.22,12962.53,4971.58,55411.64
TN,Hickman County,True,1,2,9372.0,6900.13,15764.46,11281.46,54046.99
IL,Cass County,False,2,0,6600.0,5573.17,16550.55,0.0,63010.15
CO,Montrose County,False,1,4,15504.0,12730.96,16223.71,14086.36,64660.26
NC,Stokes County,True,2,0,6983.34372,5801.42,11563.52,0.0,60609.43
VA,Bland County,False,1,4,11400.0,10609.14,14369.74,12390.9,56451.82
CO,Cheyenne County,False,2,1,8808.0,7078.42,13952.21,7234.51,83320.77
MT,Lake County,False,2,3,12828.0,12043.35,10901.07,17677.42,59389.57
IN,Johnson County,True,2,4,15346.6512,12722.31,14017.61,23512.58,89296.9
KS,Nemaha County,False,1,0,5688.0,3164.41,14939.17,0.0,82830.98
GA,Webster County,False,1,4,9672.0,11231.05,13865.33,8936.15,50524.98
VA,Highland County,False,2,2,8412.0,9114.57,14235.7,11037.33,56876.92
NE,Dixon County,True,1,4,11135.41116,10865.22,10303.12,20867.46,74658.47
TX,Crosby County,True,1,1,6812.81472,4663.58,15019.27,5736.59,52159.68
MS,Montgomery County,False,1,4,11232.0,11231.05,15313.97,4537.9,48021.57
VA,Richmond city,True,1,3,16982.0508,9653.37,14515.56,17938.78,66234.39
KY,Rowan County,False,2,4,10644.0,12319.14,14956.3,12564.64,54871.53
TX,Reagan County,False,2,3,14532.0,10615.72,13772.48,10363.01,81504.32
OH,Highland County,False,2,3,12012.0,10176.44,12911.11,13804.14,58335.02
TX,Jefferson County,True,1,4,13948.0944,9877.47,13140.99,12479.69,64599.68
MS,Union County,False,1,1,8208.0,4663.58,12938.29,2880.34,58446.94
MS,Hancock County,True,1,3,12948.4752,9772.92,14116.18,9101.38,59719.18
MT,Teton County,False,2,0,7176.0,6086.74,13365.02,0.0,66199.48
MI,Dickinson County,False,2,2,9348.0,10074.0,14918.25,13778.87,68626.89
MD,St. Mary's County,True,1,1,16116.0,5061.13,12276.99,10494.63,110684.66
MO,Gasconade County,False,2,4,10116.0,12722.31,13635.84,10387.79,68488.27
IN,Spencer County,False,2,3,11628.0,10652.32,11957.52,15054.62,76396.88
KY,Fayette County,True,1,1,11316.01908,4694.16,11557.97,7315.46,79075.88
TX,San Patricio County,True,1,1,12480.0444,4266.03,13920.58,7188.17,65036.08
IL,Ford County,True,1,1,8062.66476,4556.54,14721.27,8670.66,68558.09
GA,Evans County,False,2,3,9720.0,11530.86,17726.86,9064.39,52445.14
UT,Sanpete County,False,2,4,11328.0,12722.31,11750.94,17127.94,63564.64
PA,Warren County,False,2,1,8688.0,6604.94,11703.59,6754.93,64592.49
KY,Grayson County,False,2,4,10956.0,11378.4,15465.01,12238.56,47106.67
TX,Jasper County,False,2,1,9876.0,6652.29,13449.87,4918.57,60614.57
CA,Placer County,True,2,3,30700.3128,13910.25,11696.15,17091.03,111357.23
SD,Lake County,False,2,2,8628.0,9324.45,13351.84,11501.36,83139.02
WA,Klickitat County,False,1,1,10884.0,8073.34,14815.78,7252.15,68787.08
PA,Dauphin County,True,2,1,11638.9014,7670.26,13918.93,9774.62,78421.79
NJ,Warren County,True,2,1,15336.0,8404.14,11236.39,9920.56,103354.15
PA,Jefferson County,False,2,2,8688.0,8065.2,14202.21,13969.75,61822.12
GA,Jones County,True,2,1,9078.98364,6865.35,11751.75,6266.61,66276.48
AR,Faulkner County,True,1,1,9952.56888,4587.12,11946.02,5956.32,72333.73
MN,Kandiyohi County,False,2,2,8928.0,8574.89,16328.75,11645.74,74805.3
SD,Hand County,False,2,1,8628.0,7433.52,14269.26,5426.69,74958.3
IN,Switzerland County,False,2,2,8784.0,8514.93,12748.99,13035.15,63021.45
MT,Granite County,False,1,3,10956.0,9862.58,11481.44,16835.45,62285.21
VA,Madison County,False,1,4,13764.0,11487.13,12590.8,13573.29,68312.68
IL,DeKalb County,True,1,4,17688.0,11743.22,14532.92,20603.51,83200.63
TN,Lincoln County,False,2,1,8016.0,7670.26,12963.46,5481.39,61822.12
OH,Stark County,True,1,1,9032.17308,4495.38,14660.8,7987.02,70077.8
TX,Grimes County,False,2,1,8916.0,7575.56,14280.8,4692.18,61556.17
WY,Converse County,False,1,4,12288.0,11706.63,14977.23,23696.36,84359.92
IL,Pope County,False,2,3,10884.0,9920.2,15009.58,13309.69,65948.93
TX,Nolan County,False,2,4,12624.0,13080.69,11740.32,9589.27,59261.21
MO,Macon County,False,1,3,10848.0,8159.04,12082.72,10141.6,57967.41
IA,Tama County,False,1,2,8700.0,6407.26,12514.4,10392.07,72986.8
TX,DeWitt County,False,1,2,9600.0,5847.19,11509.59,8539.59,72567.85
FL,Okeechobee County,False,1,2,10032.0,6340.05,12756.77,10106.45,49806.2
TN,Monroe County,False,1,0,5244.0,3340.79,12214.94,0.0,55300.74
MS,Smith County,False,2,1,8208.0,7173.11,14579.94,2752.3,59868.07
NY,Suffolk County,True,2,0,19743.5976,6885.62,11632.77,0.0,121846.26
MS,Monroe County,False,2,2,8208.0,9084.59,14114.11,4093.56,57513.55
ID,Teton County,False,2,0,8592.0,5953.59,13245.42,0.0,92334.25
IA,Johnson County,True,2,4,17796.0,13887.03,14526.16,18159.43,97596.73
KY,Crittenden County,False,2,0,6036.0,5135.69,11490.77,0.0,60916.46
TX,Culberson County,False,2,2,9024.0,8844.73,13122.96,8289.39,45030.43
OK,Custer County,False,1,1,8820.0,5076.42,15011.33,6266.72,66804.27
AK,Fairbanks North Star Borough,True,2,2,15612.0,8969.88,14237.18,24686.34,92407.16
VA,Highland County,False,2,4,11184.0,13618.25,13256.56,12362.86,56876.92
IA,Sac County,False,1,2,8580.0,6564.08,11252.84,10496.53,72781.43
AR,Marion County,False,2,0,6060.0,5706.32,16774.56,0.0,47799.78
CA,Fresno County,True,2,4,18108.0,13752.64,13599.52,13615.84,62295.48
GA,Pike County,True,2,1,10120.82448,6770.66,15799.19,6647.36,82986.02
IL,Woodford County,True,2,0,7938.04692,6885.62,15790.14,0.0,87131.32
TX,Waller County,True,2,1,11752.39308,7646.58,14827.08,7089.21,75866.02
LA,West Baton Rouge Parish,True,1,1,11609.10792,5290.48,14299.52,6320.78,78227.72
NM,Lea County,False,2,0,9348.0,6048.7,14797.23,0.0,68769.62
IA,Story County,True,1,1,10836.0,4724.74,15200.61,9751.72,90880.27
KS,Doniphan County,True,2,4,11122.9578,13349.47,10600.32,15333.89,66211.8
IL,DuPage County,True,1,4,22680.486,12438.3,17887.57,23937.74,117059.2
NY,Fulton County,False,1,3,12744.0,8547.57,13383.77,20028.29,62792.46
AL,Bibb County,True,1,4,12717.2832,10755.47,13408.34,16394.47,59443.99
GA,Dawson County,True,2,0,9847.89108,6714.44,12532.39,0.0,80711.61
MS,Yalobusha County,False,1,2,8208.0,7460.2,13708.12,4206.03,51774.62
VA,Floyd County,True,1,3,12036.0,9145.3,11427.15,15478.11,64102.7
MI,Livingston County,True,1,4,17436.0,11560.3,11191.61,22331.5,102787.34
OH,Wyandot County,False,2,2,8808.0,8694.82,12775.84,11882.92,69534.61
GA,Butts County,True,2,2,10392.0,10613.68,11405.93,10895.06,55110.78
WI,Marathon County,True,1,4,12204.0,10572.55,14326.16,17827.53,78719.56
IL,Macon County,True,2,1,9264.0,6557.6,12352.34,9266.04,70810.95
LA,Avoyelles Parish,False,2,3,11676.0,11201.41,12363.91,8524.56,50716.99
MS,Walthall County,False,1,1,8208.0,4602.41,14235.2,2796.64,45584.91
TX,Presidio County,False,2,2,8808.0,9474.36,15277.21,8302.45,34313.45
TX,Kent County,False,2,1,9492.0,6865.35,9895.18,4874.92,75728.42
NE,Brown County,False,1,2,8808.0,7505.01,11943.37,15268.1,62786.3
FL,Brevard County,True,2,3,18300.0,12409.41,16828.31,13830.07,73043.27
AK,Nome Census Area,False,1,3,23640.0,10563.83,13154.56,24697.49,61156.73
VA,Botetourt County,True,1,2,11914.23408,7549.82,12432.77,15332.41,88140.7
TN,Perry County,False,1,0,6000.0,3247.41,13535.2,0.0,52854.84
ME,Hancock County,False,2,0,9384.0,7589.4,14904.43,0.0,74590.7
WA,Benton County,True,1,4,16890.0588,11340.8,15522.94,18161.34,83393.68
NM,San Juan County,True,2,3,12660.0,10432.68,15759.87,15550.84,58600.96
NY,Schenectady County,True,2,4,15502.9464,15096.54,13499.88,30849.93,87621.12
MN,Mower County,False,1,0,6108.0,2853.16,12725.06,0.0,72581.2
NC,Davidson County,True,2,1,8460.0,6415.55,12596.56,7931.68,62547.05
OR,Curry County,False,1,0,8340.0,3693.54,14513.21,0.0,63607.77
NY,Steuben County,False,2,0,7884.0,5573.17,13216.24,0.0,67739.71
TN,Davidson County,True,2,4,18627.132,14962.15,15499.44,15370.02,74837.13
FL,Citrus County,True,1,2,10740.0,7885.86,14284.04,11284.9,56364.54
MS,Lincoln County,False,2,3,10836.0,11238.02,11957.92,4642.65,59593.9
DE,Sussex County,True,1,4,15672.0,13133.38,11613.27,15383.77,76750.11
CO,Washington County,False,2,3,12168.0,12189.77,15079.72,13148.09,64864.6
KS,Cherokee County,False,1,0,6564.0,3154.04,12677.18,0.0,56437.44
NC,Washington County,False,1,2,8316.0,6541.68,12672.32,10890.38,50082.41
NC,Columbus County,False,1,0,6564.0,2915.41,15284.8,0.0,49960.22
MI,Oakland County,True,1,3,18518.382,9563.71,15903.71,23164.37,105708.66
MT,Ravalli County,False,2,3,14424.0,13983.46,14569.52,18681.31,68012.85
MO,Butler County,False,1,3,10944.0,7770.52,13811.0,10349.04,48673.61
MO,Clinton County,True,1,1,10892.1108,5137.58,14553.19,7445.8,75907.09
WY,Sublette County,False,2,3,12600.0,13068.31,13584.55,23045.53,83654.49
IA,Page County,False,2,1,8580.0,7173.11,14068.17,7021.5,66574.27
KS,Cloud County,False,2,2,8616.0,9354.43,14701.42,8928.57,59185.23
TN,McMinn County,False,1,4,11316.0,11779.8,15268.47,10063.57,56400.47
MS,Sharkey County,False,1,0,6420.0,3226.66,11480.4,0.0,44871.27
MN,Mille Lacs County,True,1,4,16080.0,11487.13,13911.03,22982.18,66148.13
MN,Wright County,True,2,0,11091.36108,6543.25,14390.14,0.0,101386.75
CA,Lassen County,False,1,4,16056.0,14194.29,11392.3,12561.42,68068.3
OR,Coos County,False,2,3,15444.0,12079.95,11358.11,17430.42,60305.49
AL,DeKalb County,False,1,3,10224.0,9444.17,11979.53,13865.19,50571.18
NV,Douglas County,False,1,3,17220.0,11117.82,15306.92,17483.02,79882.96
GA,Chatham County,True,2,0,10990.7124,6372.06,13757.25,0.0,71958.95
IA,Jackson County,False,2,0,6768.0,5516.11,9596.87,0.0,77272.77
MO,Stone County,False,1,3,11292.0,9324.62,14191.3,10567.11,58447.96
ND,Richland County,False,1,3,12600.0,9533.83,13597.52,13571.38,80515.48
OK,Cotton County,True,1,2,8736.0,6743.31,14291.53,13721.77,60454.38
OK,Kay County,False,2,3,11664.0,10103.23,13639.1,16102.68,59270.45
